player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books,source
Dominic Canzone,dominic canzone,DOMINIC_CANZONE_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,650,betmgm,6,573,betmgm:+650 | draftkings:+590 | fanduel:+570 | bovada:+550 | espnbet:+550 | caesars:+525,SportsGameOdds
Drake Baldwin,drake baldwin,DRAKE_BALDWIN_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,HR,0.5,600,betmgm,6,534,betmgm:+600 | fanduel:+540 | bovada:+525 | espnbet:+525 | draftkings:+516 | caesars:+500,SportsGameOdds
Drew Gilbert,drew gilbert,DREW_GILBERT_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,535,draftkings,1,535,draftkings:+535,SportsGameOdds
Drew Millas,drew millas,DREW_MILLAS_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,1000,betmgm,1,1000,betmgm:+1000,SportsGameOdds
Edouard Julien,edouard julien,EDOUARD_JULIEN_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,525,espnbet,6,496,espnbet:+525 | draftkings:+512 | betmgm:+500 | fanduel:+490 | bovada:+475 | caesars:+475,SportsGameOdds
Elly De La Cruz,elly de la cruz,ELLY_DE_LA_CRUZ_1_MLB,CINCINNATI_REDS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,HR,0.5,500,espnbet,6,439,espnbet:+500 | betmgm:+500 | draftkings:+416 | bovada:+410 | fanduel:+410 | caesars:+400,SportsGameOdds
Ernie Clement,ernie clement,ERNIE_CLEMENT_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,HR,0.5,1150,betmgm,6,1030,betmgm:+1150 | draftkings:+1040 | fanduel:+1040 | bovada:+1000 | espnbet:+1000 | caesars:+950,SportsGameOdds
Evan Carter,evan carter,EVAN_CARTER_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,790,draftkings,6,680,draftkings:+790 | fanduel:+790 | bovada:+775 | caesars:+625 | espnbet:+550 | betmgm:+550,SportsGameOdds
Ezequiel Duran,ezequiel duran,EZEQUIEL_DURAN_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,800,espnbet,6,714,espnbet:+800 | fanduel:+760 | draftkings:+750 | bovada:+750 | caesars:+625 | betmgm:+600,SportsGameOdds
Ezequiel Tovar,ezequiel tovar,EZEQUIEL_TOVAR_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,600,betmgm,6,516,betmgm:+600 | espnbet:+550 | caesars:+500 | fanduel:+490 | draftkings:+483 | bovada:+475,SportsGameOdds
Fernando Tatis Jr.,fernando tatis,FERNANDO_TATIS_JR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,525,espnbet,6,491,espnbet:+525 | draftkings:+504 | fanduel:+490 | caesars:+475 | bovada:+475 | betmgm:+475,SportsGameOdds
Freddie Freeman,freddie freeman,FREDDIE_FREEMAN_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,HR,0.5,550,espnbet,5,497,espnbet:+550 | draftkings:+496 | fanduel:+490 | bovada:+475 | caesars:+475,SportsGameOdds
Freddy Fermin,freddy fermin,FREDDY_FERMIN_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,1150,betmgm,6,1053,betmgm:+1150 | espnbet:+1100 | draftkings:+1080 | fanduel:+1040 | bovada:+1000 | caesars:+950,SportsGameOdds
Gabriel Moreno,gabriel moreno,GABRIEL_MORENO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,700,betmgm,6,593,betmgm:+700 | espnbet:+600 | caesars:+575 | fanduel:+570 | draftkings:+561 | bovada:+550,SportsGameOdds
Garrett Mitchell,garrett mitchell,GARRETT_MITCHELL_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,HR,0.5,583,draftkings,1,583,draftkings:+583,SportsGameOdds
Gary Sánchez,gary sánchez,GARY_SANCHEZ_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,HR,0.5,392,draftkings,1,392,draftkings:+392,SportsGameOdds
Gavin Sheets,gavin sheets,GAVIN_SHEETS_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,730,fanduel,6,638,fanduel:+730 | bovada:+725 | draftkings:+720 | caesars:+575 | espnbet:+550 | betmgm:+525,SportsGameOdds
George Springer,george springer,GEORGE_SPRINGER_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,HR,0.5,520,fanduel,6,473,fanduel:+520 | draftkings:+515 | bovada:+500 | espnbet:+475 | caesars:+425 | betmgm:+400,SportsGameOdds
Geraldo Perdomo,geraldo perdomo,GERALDO_PERDOMO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,700,espnbet,6,642,espnbet:+700 | betmgm:+700 | fanduel:+630 | bovada:+625 | draftkings:+620 | caesars:+575,SportsGameOdds
Gunnar Henderson,gunnar henderson,GUNNAR_HENDERSON_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,361,draftkings,6,341,draftkings:+361 | bovada:+360 | fanduel:+360 | caesars:+330 | espnbet:+325 | betmgm:+310,SportsGameOdds
Ha-Seong Kim,ha-seong kim,HASEONG_KIM_1_MLB,ATLANTA_BRAVES_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,HR,0.5,900,espnbet,6,848,espnbet:+900 | betmgm:+900 | bovada:+875 | draftkings:+840 | fanduel:+820 | caesars:+750,SportsGameOdds
Harrison Bader,harrison bader,HARRISON_BADER_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,675,betmgm,4,560,betmgm:+675 | fanduel:+540 | bovada:+525 | espnbet:+500,SportsGameOdds
Heliot Ramos,heliot ramos,HELIOT_RAMOS_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,447,draftkings,5,422,draftkings:+447 | espnbet:+425 | fanduel:+420 | bovada:+420 | betmgm:+400,SportsGameOdds
Henry Davis,henry davis,HENRY_DAVIS_1_MLB,PITTSBURGH_PIRATES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,HR,0.5,900,betmgm,6,795,betmgm:+900 | draftkings:+810 | espnbet:+800 | fanduel:+760 | bovada:+750 | caesars:+750,SportsGameOdds
Hunter Feduccia,hunter feduccia,HUNTER_FEDUCCIA_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,1500,fanduel,6,1330,fanduel:+1500 | bovada:+1500 | draftkings:+1320 | bovada:+1300 | fanduel:+1260 | caesars:+1100,SportsGameOdds
Hunter Goodman,hunter goodman,HUNTER_GOODMAN_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,300,espnbet,6,263,espnbet:+300 | betmgm:+270 | draftkings:+262 | fanduel:+250 | bovada:+250 | caesars:+245,SportsGameOdds
Hyeseong Kim,hyeseong kim,HYESEONG_KIM_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,HR,0.5,1200,fanduel,5,1180,fanduel:+1200 | bovada:+1200 | espnbet:+1200 | draftkings:+1200 | caesars:+1100,SportsGameOdds
Ian Happ,ian happ,IAN_HAPP_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Chicago White Sox,5V5IFTF9KGU3FYQtIb6f,HR,0.5,496,draftkings,6,460,draftkings:+496 | fanduel:+490 | bovada:+475 | espnbet:+475 | caesars:+425 | betmgm:+400,SportsGameOdds
Isaac Collins,isaac collins,ISAAC_COLLINS_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,HR,0.5,1000,bovada,6,937,bovada:+1000 | draftkings:+990 | fanduel:+980 | espnbet:+900 | betmgm:+900 | caesars:+850,SportsGameOdds
Isaac Paredes,isaac paredes,ISAAC_PAREDES_1_MLB,HOUSTON_ASTROS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,500,espnbet,6,464,espnbet:+500 | draftkings:+493 | fanduel:+490 | bovada:+475 | caesars:+425 | betmgm:+400,SportsGameOdds
Ivan Herrera,ivan herrera,IVAN_HERRERA_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,HR,0.5,730,fanduel,6,667,fanduel:+730 | bovada:+725 | draftkings:+720 | caesars:+625 | espnbet:+600 | betmgm:+600,SportsGameOdds
J.P. Crawford,jp crawford,JP_CRAWFORD_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,1000,bovada,6,947,bovada:+1000 | espnbet:+1000 | fanduel:+980 | draftkings:+950 | betmgm:+900 | caesars:+850,SportsGameOdds
J.T. Realmuto,jt realmuto,JT_REALMUTO_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,HR,0.5,1000,betmgm,1,1000,betmgm:+1000,SportsGameOdds
Jac Caglianone,jac caglianone,JAC_CAGLIANONE_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,HR,0.5,650,betmgm,6,521,betmgm:+650 | espnbet:+525 | caesars:+500 | fanduel:+490 | draftkings:+487 | bovada:+475,SportsGameOdds
Jackson Chourio,jackson chourio,JACKSON_CHOURIO_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,HR,0.5,323,draftkings,1,323,draftkings:+323,SportsGameOdds
Jackson Merrill,jackson merrill,JACKSON_MERRILL_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,595,draftkings,6,519,draftkings:+595 | fanduel:+570 | bovada:+550 | espnbet:+500 | caesars:+475 | betmgm:+425,SportsGameOdds
Jacob Young,jacob young,JACOB_YOUNG_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,1450,betmgm,6,1192,betmgm:+1450 | bovada:+1200 | fanduel:+1200 | draftkings:+1100 | caesars:+1100 | espnbet:+1100,SportsGameOdds
Jake Burger,jake burger,JACOB_BURGER_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,470,fanduel,6,430,fanduel:+470 | draftkings:+460 | bovada:+460 | espnbet:+450 | caesars:+390 | betmgm:+350,SportsGameOdds
Jake Fraley,jake fraley,JAKE_FRALEY_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,970,draftkings,6,844,draftkings:+970 | fanduel:+920 | bovada:+900 | espnbet:+800 | caesars:+750 | betmgm:+725,SportsGameOdds
Jake McCarthy,jake mccarthy,JAKE_MCCARTHY_1_MLB,COLORADO_ROCKIES_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,900,espnbet,6,810,espnbet:+900 | fanduel:+820 | bovada:+800 | betmgm:+800 | draftkings:+790 | caesars:+750,SportsGameOdds
Jakob Marsee,jakob marsee,JAKOB_MARSEE_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,880,fanduel,6,823,fanduel:+880 | bovada:+875 | draftkings:+860 | espnbet:+800 | betmgm:+775 | caesars:+750,SportsGameOdds
James Wood,james wood,JAMES_WOOD_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,350,betmgm,6,285,betmgm:+350 | caesars:+280 | draftkings:+277 | espnbet:+275 | bovada:+265 | fanduel:+265,SportsGameOdds
Jarren Duran,jarren duran,JARREN_DURAN_1_MLB,BOSTON_RED_SOX_MLB,Boston Red Sox @ Atlanta Braves,azr6g0BYc5oimCrDM5DD,HR,0.5,700,betmgm,12,608,betmgm:+700 | espnbet:+700 | draftkings:+690 | fanduel:+680 | bovada:+675 | caesars:+575 | betmgm:+575 | fanduel:+570 | espnbet:+550 | draftkings:+525 | caesars:+525 | bovada:+525,SportsGameOdds
Javier Sanoja,javier sanoja,JAVIER_SANOJA_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,900,betmgm,1,900,betmgm:+900,SportsGameOdds
Jazz Chisholm Jr.,jazz chisholm,JASRADO_CHISHOLM_1_MLB,NEW_YORK_YANKEES_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,HR,0.5,630,draftkings,5,597,draftkings:+630 | fanduel:+630 | bovada:+625 | caesars:+575 | espnbet:+525,SportsGameOdds
Jeff McNeil,jeff mcneil,JEFF_MCNEIL_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,1040,draftkings,5,959,draftkings:+1040 | bovada:+1000 | espnbet:+1000 | fanduel:+980 | betmgm:+775,SportsGameOdds
Jeremiah Jackson,jeremiah jackson,JEREMIAH_JACKSON_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,578,draftkings,3,543,draftkings:+578 | caesars:+525 | espnbet:+525,SportsGameOdds
Jesus Rodriguez,jesus rodriguez,JESUS_RODRIGUEZ_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,1000,espnbet,5,833,espnbet:+1000 | draftkings:+820 | fanduel:+820 | bovada:+800 | betmgm:+725,SportsGameOdds
Jesús Sánchez,jesús sánchez,JESUS_SANCHEZ_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,HR,0.5,760,fanduel,6,678,fanduel:+760 | bovada:+750 | draftkings:+680 | betmgm:+650 | caesars:+625 | espnbet:+600,SportsGameOdds
JJ Bleday,jj bleday,JJ_BLEDAY_1_MLB,CINCINNATI_REDS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,HR,0.5,500,espnbet,6,430,espnbet:+500 | betmgm:+475 | draftkings:+425 | caesars:+400 | bovada:+390 | fanduel:+390,SportsGameOdds
Jo Adell,jo adell,JO_ADELL_1_MLB,LOS_ANGELES_ANGELS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,HR,0.5,500,espnbet,5,477,espnbet:+500 | draftkings:+493 | fanduel:+490 | bovada:+475 | caesars:+425,SportsGameOdds
Joc Pederson,joc pederson,JOC_PEDERSON_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,453,draftkings,6,416,draftkings:+453 | espnbet:+425 | fanduel:+420 | bovada:+420 | caesars:+390 | betmgm:+390,SportsGameOdds
Joe Mack,joe mack,JOE_MACK_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,760,fanduel,6,729,fanduel:+760 | bovada:+750 | draftkings:+740 | betmgm:+725 | caesars:+700 | espnbet:+700,SportsGameOdds
Jonathan Aranda,jonathan aranda,JONATHAN_ARANDA_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,910,draftkings,12,633,draftkings:+910 | espnbet:+900 | fanduel:+880 | bovada:+875 | caesars:+700 | betmgm:+575 | betmgm:+500 | espnbet:+475 | fanduel:+470 | bovada:+460 | draftkings:+427 | caesars:+425,SportsGameOdds
Jonny DeLuca,jonny deluca,JONNY_DELUCA_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,HR,0.5,1000,bovada,6,933,bovada:+1000 | espnbet:+1000 | draftkings:+990 | fanduel:+980 | caesars:+850 | betmgm:+775,SportsGameOdds
Jordan Walker,jordan walker,JORDAN_WALKER_1_MLB,STLOUIS_CARDINALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,HR,0.5,475,espnbet,6,412,espnbet:+475 | betmgm:+425 | draftkings:+400 | caesars:+390 | fanduel:+390 | bovada:+390,SportsGameOdds
Jorge Soler,jorge soler,JORGE_SOLER_1_MLB,LOS_ANGELES_ANGELS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,HR,0.5,525,espnbet,6,509,espnbet:+525 | betmgm:+525 | fanduel:+520 | draftkings:+511 | bovada:+500 | caesars:+475,SportsGameOdds
Jose Altuve,jose altuve,JOSE_ALTUVE_1_MLB,HOUSTON_ASTROS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,600,draftkings,6,528,draftkings:+600 | espnbet:+550 | fanduel:+540 | bovada:+525 | caesars:+500 | betmgm:+450,SportsGameOdds
Jose Fernandez,jose fernandez,JOSE_FERNANDEZ_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,725,betmgm,6,660,betmgm:+725 | draftkings:+710 | fanduel:+650 | bovada:+650 | caesars:+625 | espnbet:+600,SportsGameOdds
José Ramírez,josé ramírez,JOSE_RAMIREZ_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,HR,0.5,450,espnbet,6,405,espnbet:+450 | betmgm:+425 | caesars:+390 | bovada:+390 | fanduel:+390 | draftkings:+382,SportsGameOdds
José Tena,josé tena,JOSE_TENA_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,850,betmgm,6,723,betmgm:+850 | espnbet:+800 | caesars:+700 | draftkings:+690 | bovada:+650 | fanduel:+650,SportsGameOdds
Josh Jung,josh jung,JOSH_JUNG_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,730,fanduel,5,668,fanduel:+730 | bovada:+725 | draftkings:+710 | caesars:+625 | espnbet:+550,SportsGameOdds
Josh Naylor,josh naylor,JOSH_NAYLOR_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,525,espnbet,6,507,espnbet:+525 | draftkings:+522 | fanduel:+520 | bovada:+500 | betmgm:+500 | caesars:+475,SportsGameOdds
Juan Soto,juan soto,JUAN_SOTO_1_MLB,NEW_YORK_METS_MLB,New York Yankees @ New York Mets,EfX5X71vGSjFXKmbIcxY,HR,0.5,610,fanduel,6,510,fanduel:+610 | bovada:+600 | draftkings:+591 | espnbet:+500 | caesars:+425 | betmgm:+333,SportsGameOdds
Julio Rodríguez,julio rodríguez,JULIO_RODRIGUEZ_1_MLB,SEATTLE_MARINERS_MLB,San Diego Padres @ Seattle Mariners,t1ipmAaZhJ0nLxBz9tIk,HR,0.5,520,fanduel,6,482,fanduel:+520 | bovada:+500 | draftkings:+497 | caesars:+475 | espnbet:+475 | betmgm:+425,SportsGameOdds
Jung Hoo Lee,jung hoo lee,JUNG_HOO_LEE_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,800,espnbet,5,733,espnbet:+800 | draftkings:+760 | fanduel:+730 | bovada:+725 | betmgm:+650,SportsGameOdds
Junior Caminero,junior caminero,JUNIOR_CAMINERO_1_MLB,TAMPA_BAY_RAYS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,375,espnbet,12,333,espnbet:+375 | draftkings:+367 | fanduel:+360 | bovada:+360 | caesars:+350 | betmgm:+325 | draftkings:+323 | bovada:+310 | fanduel:+310 | betmgm:+310 | caesars:+305 | espnbet:+300,SportsGameOdds
Kazuma Okamoto,kazuma okamoto,KAZUMA_OKAMOTO_1_MLB,TORONTO_BLUE_JAYS_MLB,Toronto Blue Jays @ Detroit Tigers,T9qul5Ie7BmzUPHcKAdN,HR,0.5,425,espnbet,6,393,espnbet:+425 | draftkings:+404 | bovada:+390 | fanduel:+390 | betmgm:+380 | caesars:+370,SportsGameOdds
Keibert Ruiz,keibert ruiz,KEIBERT_RUIZ_1_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,1020,draftkings,5,938,draftkings:+1020 | caesars:+950 | fanduel:+920 | bovada:+900 | espnbet:+900,SportsGameOdds
Ketel Marte,ketel marte,KETEL_MARTE_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,300,betmgm,6,254,betmgm:+300 | espnbet:+275 | caesars:+245 | fanduel:+235 | bovada:+235 | draftkings:+232,SportsGameOdds
Kyle Higashioka,kyle higashioka,KYLE_HIGASHIOKA_1_MLB,TEXAS_RANGERS_MLB,Texas Rangers @ Houston Astros,2arMilGiaVhajMn8oOwm,HR,0.5,630,fanduel,4,613,fanduel:+630 | bovada:+625 | draftkings:+620 | caesars:+575,SportsGameOdds
Kyle Isbel,kyle isbel,KYLE_ISBEL_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ St. Louis Cardinals,rvthegEIrAEvXgoXqnAa,HR,0.5,1120,fanduel,6,1045,fanduel:+1120 | draftkings:+1100 | bovada:+1100 | espnbet:+1000 | betmgm:+1000 | caesars:+950,SportsGameOdds
Kyle Manzardo,kyle manzardo,KYLE_MANZARDO_1_MLB,CLEVELAND_GUARDIANS_MLB,Cincinnati Reds @ Cleveland Guardians,j7zaXsZeq04dwou0QAaZ,HR,0.5,525,espnbet,3,515,espnbet:+525 | fanduel:+520 | bovada:+500,SportsGameOdds
Kyle Schwarber,kyle schwarber,KYLE_SCHWARBER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Pittsburgh Pirates,Nq7MBysDaMRfYt9Chvjq,HR,0.5,360,betmgm,6,308,betmgm:+360 | caesars:+305 | draftkings:+302 | espnbet:+300 | fanduel:+290 | bovada:+290,SportsGameOdds
Kyle Stowers,kyle stowers,KYLE_STOWERS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,500,draftkings,6,459,draftkings:+500 | espnbet:+475 | fanduel:+470 | bovada:+460 | caesars:+425 | betmgm:+425,SportsGameOdds
Kyle Tucker,kyle tucker,KYLE_TUCKER_1_MLB,LOS_ANGELES_DODGERS_MLB,Los Angeles Dodgers @ Los Angeles Angels,ocN7K0W6fGdkYTeIusGv,HR,0.5,540,fanduel,6,504,fanduel:+540 | draftkings:+536 | bovada:+525 | espnbet:+525 | caesars:+475 | betmgm:+425,SportsGameOdds
Lawrence Butler,lawrence butler,LAWRENCE_BUTLER_1_MLB,OAKLAND_ATHLETICS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,550,espnbet,5,519,espnbet:+550 | draftkings:+550 | fanduel:+520 | bovada:+500 | betmgm:+475,SportsGameOdds
Leody Taveras,leody taveras,LEODY_TAVERAS_1_MLB,BALTIMORE_ORIOLES_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,820,fanduel,5,734,fanduel:+820 | bovada:+800 | draftkings:+750 | caesars:+700 | espnbet:+600,SportsGameOdds
Liam Hicks,liam hicks,LIAM_HICKS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Tampa Bay Rays,fPt7sNscCxaj4iQ94hIH,HR,0.5,850,draftkings,6,778,draftkings:+850 | fanduel:+820 | bovada:+775 | betmgm:+775 | caesars:+750 | espnbet:+700,SportsGameOdds
Lourdes Gurriel Jr.,lourdes gurriel,LOURDES_GURRIEL_JR_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Colorado Rockies,riD2wa1xBCGVtP6u4lHX,HR,0.5,590,fanduel,6,545,fanduel:+590 | draftkings:+580 | bovada:+575 | espnbet:+550 | caesars:+500 | betmgm:+475,SportsGameOdds
Luis Arraez,luis arraez,LUIS_ARRAEZ_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Athletics,H8XBXLklWHd2ErXIGMUd,HR,0.5,1100,espnbet,5,1034,espnbet:+1100 | betmgm:+1050 | draftkings:+1040 | bovada:+1000 | fanduel:+980,SportsGameOdds
Luis García Jr.,luis garcía,LUIS_GARCIA_3_MLB,WASHINGTON_NATIONALS_MLB,Baltimore Orioles @ Washington Nationals,jkvwAdFvDLQY4Xvktwk1,HR,0.5,730,fanduel,6,632,fanduel:+730 | bovada:+725 | draftkings:+710 | caesars:+575 | espnbet:+525 | betmgm:+525,SportsGameOdds
Luis Rengifo,luis rengifo,LUIS_RENGIFO_1_MLB,MILWAUKEE_BREWERS_MLB,Milwaukee Brewers @ Minnesota Twins,3itxNJYiA3Wh4p2bJOJs,HR,0.5,573,draftkings,1,573,draftkings:+573,SportsGameOdds
